"PRODUCT","BARCODE","FORMATT","MACHINEMAKE","MACHINEMODEL","CAFFEA","VARIETAL","ORIGIN","ROASTING","PROCESS","PACKAGING","RETAILPRICE","STOCK","MIN_STOCK","MAX_STOCK","COSTPRICE","PROVIDER","TAXID","SALESPERSON","EMAIL","PHONENUM","BANKACCOUNT","THOROUGHFARE","WAYNAME","GATENUMBER","BLOCKK","STAIRS","FLOORR","DOOR","ZIP","TOWN","COUNTRY",id_product
"Valle","IIO31115O888570","ground","","","Arabica","Bugishu","Uganda","natural","normal","pkg 200 g.","10.75 E",472,90,3870,"8.92 E","Anti Inc.","A37575316D","Antonia Camargo","anti@servcorreo.ucetreseme.kom",555262473,"IIO93091Q35547175","Road","Birchwood","5",,,"","",45970,"Villavacas de Abajo","Saint Vincent and the Grenadines",75
"Montes de geranios","QOQ49678I221787","ground","","","Arabica","Bourbon Rojo","El Salvador","natural","normal","pkg 500 g.","36.70 E",2667,30,3110,"27.52 E","Pepo S.A.U.","S04224805G","Francisco Jesus Vitorino Galdos","pepo@servcorreo.ucetreseme.kom",555502752,"OIO55546I81358804","Square","Quevedo","87",,,"","F",90558,"Villapiedras","Niger",76
"Montes de geranios","QOQ49678I221787","ground","","","Arabica","Bourbon Rojo","El Salvador","natural","normal","pkg 500 g.","36.70 E",2667,30,3110,"32.29 E","Franc S.U.","G13242441F","Francisca Cayetana Lucero","franc@servcorreo.ucetreseme.kom",555432395,"IOQ34992Q20528278","Promenade","Carpenters","118",,,"","",91724,"Valvacas del Canto Rodao","Reunion",77
"Montes de geranios","QOQ49678I221787","ground","","","Arabica","Bourbon Rojo","El Salvador","natural","normal","pkg 500 g.","36.70 E",2667,30,3110,"33.03 E","Parqui Inc.","R13633089T","Javier Reategui Davila-Perez","parqui@servcorreo.ucetreseme.kom",555440055,"IOO82962I20043990","Road","San Millan","52",,,"Second","",48345,"Valverde de Manteca","Cote d_Ivoire",78
"Montes de geranios","QIQ75999Q878622","ground","","","Arabica","Bourbon Rojo","El Salvador","natural","normal","pkg 200 g.","18.85 E",321,80,2360,"14.13 E","Pepo S.A.U.","S04224805G","Francisco Jesus Vitorino Galdos","pepo@servcorreo.ucetreseme.kom",555502752,"OIO55546I81358804","Square","Quevedo","87",,,"","F",90558,"Villapiedras","Niger",79
"Montes de geranios","QIQ75999Q878622","ground","","","Arabica","Bourbon Rojo","El Salvador","natural","normal","pkg 200 g.","18.85 E",321,80,2360,"16.58 E","Franc S.U.","G13242441F","Francisca Cayetana Lucero","franc@servcorreo.ucetreseme.kom",555432395,"IOQ34992Q20528278","Promenade","Carpenters","118",,,"","",91724,"Valvacas del Canto Rodao","Reunion",80
"Montes de geranios","QIQ75999Q878622","ground","","","Arabica","Bourbon Rojo","El Salvador","natural","normal","pkg 200 g.","18.85 E",321,80,2360,"16.96 E","Parqui Inc.","R13633089T","Javier Reategui Davila-Perez","parqui@servcorreo.ucetreseme.kom",555440055,"IOO82962I20043990","Road","San Millan","52",,,"Second","",48345,"Valverde de Manteca","Cote d_Ivoire",81
"Montes de geranios","QOQ48367I788156","roasted bean","","","Arabica","Bourbon Rojo","El Salvador","natural","normal","pkg 500 g.","16.84 E",401,290,3730,"12.63 E","Pepo S.A.U.","S04224805G","Francisco Jesus Vitorino Galdos","pepo@servcorreo.ucetreseme.kom",555502752,"OIO55546I81358804","Square","Quevedo","87",,,"","F",90558,"Villapiedras","Niger",82
"Montes de geranios","QOQ48367I788156","roasted bean","","","Arabica","Bourbon Rojo","El Salvador","natural","normal","pkg 500 g.","16.84 E",401,290,3730,"14.81 E","Franc S.U.","G13242441F","Francisca Cayetana Lucero","franc@servcorreo.ucetreseme.kom",555432395,"IOQ34992Q20528278","Promenade","Carpenters","118",,,"","",91724,"Valvacas del Canto Rodao","Reunion",83
"Montes de geranios","QOQ48367I788156","roasted bean","","","Arabica","Bourbon Rojo","El Salvador","natural","normal","pkg 500 g.","16.84 E",401,290,3730,"15.15 E","Parqui Inc.","R13633089T","Javier Reategui Davila-Perez","parqui@servcorreo.ucetreseme.kom",555440055,"IOO82962I20043990","Road","San Millan","52",,,"Second","",48345,"Valverde de Manteca","Cote d_Ivoire",84
"Montes de geranios","QOO22918O260804","roasted bean","","","Arabica","Bourbon Rojo","El Salvador","natural","normal","pkg 200 g.","8.70 E",393,50,4080,"6.52 E","Pepo S.A.U.","S04224805G","Francisco Jesus Vitorino Galdos","pepo@servcorreo.ucetreseme.kom",555502752,"OIO55546I81358804","Square","Quevedo","87",,,"","F",90558,"Villapiedras","Niger",85
"Montes de geranios","QOO22918O260804","roasted bean","","","Arabica","Bourbon Rojo","El Salvador","natural","normal","pkg 200 g.","8.70 E",393,50,4080,"7.65 E","Franc S.U.","G13242441F","Francisca Cayetana Lucero","franc@servcorreo.ucetreseme.kom",555432395,"IOQ34992Q20528278","Promenade","Carpenters","118",,,"","",91724,"Valvacas del Canto Rodao","Reunion",86
"Montes de geranios","QOO22918O260804","roasted bean","","","Arabica","Bourbon Rojo","El Salvador","natural","normal","pkg 200 g.","8.70 E",393,50,4080,"7.83 E","Parqui Inc.","R13633089T","Javier Reategui Davila-Perez","parqui@servcorreo.ucetreseme.kom",555440055,"IOO82962I20043990","Road","San Millan","52",,,"Second","",48345,"Valverde de Manteca","Cote d_Ivoire",87
"Desfile o razones","OOO61097Q628112","freeze-dried","","","Canephora","Uganda","Uganda","natural","decaf","pkg 500 g.","60.30 E",1670,10,4400,"52.46 E","Aquili S.A.U.","M22802280B","Aquileo Chirinos Cartagena","aquili@servcorreo.ucetreseme.kom",555573689,"IIQ18886O82383994","Street","Radio","126",,,"Ground","",46738,"Sotoarbustos de las Tripas","Taiwan, Province of China",88
"Desfile o razones","IQO74240O760948","freeze-dried","","","Canephora","Uganda","Uganda","natural","decaf","pkg 200 g.","30.10 E",573,150,2040,"26.18 E","Aquili S.A.U.","M22802280B","Aquileo Chirinos Cartagena","aquili@servcorreo.ucetreseme.kom",555573689,"IIQ18886O82383994","Street","Radio","126",,,"Ground","",46738,"Sotoarbustos de las Tripas","Taiwan, Province of China",89
"Duena auto","IOO44711I522076","freeze-dried","","","Canephora","Madagascar","Madagascar","natural","decaf","pkg 1 Kg.","90.99 E",2442,410,4010,"81.89 E","Olimpia S.L.","A96797798K","Rosa Olimpia Vazquez Garcia","olimpia@servcorreo.ucetreseme.kom",555121602,"IOQ80784Q70270036","Circus","Virgin of Palma","111",,,"","",99131,"Villasequillo del Nabar","Netherlands Antilles",90
"Duena auto","IOO44711I522076","freeze-dried","","","Canephora","Madagascar","Madagascar","natural","decaf","pkg 1 Kg.","90.99 E",2442,410,4010,"80.98 E","Villazan S.A.U.","L29561499J","Maria Isadora Ruiz-Benavides","villazan@servcorreo.ucetreseme.kom",555686443,"QII73687I74380431","Street","Shepherds","113",,,"Ground","A",94377,"Sotonieblas de la Noceda","Bahrain",91
"Duena auto","IOO44711I522076","freeze-dried","","","Canephora","Madagascar","Madagascar","natural","decaf","pkg 1 Kg.","90.99 E",2442,410,4010,"78.25 E","Pinturajas S.A.U.","J70809340E","Gundislavo Navarro","pinturajas@servcorreo.ucetreseme.kom",555760091,"OQQ71952I64303546","Roundabout","Goldsmiths","129",,,"7","",48049,"Valle de los Trigos","Pakistan",92
"Duena auto","OQQ96313Q165613","freeze-dried","","","Canephora","Madagascar","Madagascar","natural","decaf","pkg 200 g.","30.10 E",2841,450,2860,"27.09 E","Olimpia S.L.","A96797798K","Rosa Olimpia Vazquez Garcia","olimpia@servcorreo.ucetreseme.kom",555121602,"IOQ80784Q70270036","Circus","Virgin of Palma","111",,,"","",99131,"Villasequillo del Nabar","Netherlands Antilles",93
"Duena auto","OQQ96313Q165613","freeze-dried","","","Canephora","Madagascar","Madagascar","natural","decaf","pkg 200 g.","30.10 E",2841,450,2860,"26.78 E","Villazan S.A.U.","L29561499J","Maria Isadora Ruiz-Benavides","villazan@servcorreo.ucetreseme.kom",555686443,"QII73687I74380431","Street","Shepherds","113",,,"Ground","A",94377,"Sotonieblas de la Noceda","Bahrain",94
"Duena auto","OQQ96313Q165613","freeze-dried","","","Canephora","Madagascar","Madagascar","natural","decaf","pkg 200 g.","30.10 E",2841,450,2860,"25.88 E","Pinturajas S.A.U.","J70809340E","Gundislavo Navarro","pinturajas@servcorreo.ucetreseme.kom",555760091,"OQQ71952I64303546","Roundabout","Goldsmiths","129",,,"7","",48049,"Valle de los Trigos","Pakistan",95
"CigUena ?rbol","QII38231O132247","freeze-dried","","","Canephora","Uganda","Uganda","natural","decaf","pkg 1 Kg.","68.08 E",1798,250,2130,"61.27 E","Loaiza S.L.","M62177529L","Ricardo Sulca","loaiza@servcorreo.ucetreseme.kom",555184578,"QQO98257O18437061","Street","Strawberry","163",,,"8","F",29721,"Valverde de los Sequillos","�land Islands",96
"CigUena ?rbol","QII38231O132247","freeze-dried","","","Canephora","Uganda","Uganda","natural","decaf","pkg 1 Kg.","68.08 E",1798,250,2130,"59.22 E","Perez S.L.","C24849163D","Brunilda Martin","perez@servcorreo.ucetreseme.kom",555585053,"IOI82335Q53095107","Road","Farmers","93",,,"28","",29086,"Ciudad del Bosque","Afghanistan",97
"CigUena ?rbol","IQO88875I711744","freeze-dried","","","Canephora","Uganda","Uganda","natural","decaf","pkg 200 g.","17.30 E",1684,390,4000,"15.57 E","Loaiza S.L.","M62177529L","Ricardo Sulca","loaiza@servcorreo.ucetreseme.kom",555184578,"QQO98257O18437061","Street","Strawberry","163",,,"8","F",29721,"Valverde de los Sequillos","�land Islands",98
"CigUena ?rbol","IQO88875I711744","freeze-dried","","","Canephora","Uganda","Uganda","natural","decaf","pkg 200 g.","17.30 E",1684,390,4000,"15.05 E","Perez S.L.","C24849163D","Brunilda Martin","perez@servcorreo.ucetreseme.kom",555585053,"IOI82335Q53095107","Road","Farmers","93",,,"28","",29086,"Ciudad del Bosque","Afghanistan",99
"Encinas gracia","OQQ42546Q366416","prepared","","","Arabica","kafe laku","Timor Oriental","natural","normal","pkg 1 Kg.","0.95 E",956,30,3010,"0.85 E","Iloni S.A.U.","D40518796H","Ilona Martinez","iloni@servcorreo.ucetreseme.kom",555214778,"IOQ86121I16452732","Street","Princesses","111",,,"","E",83813,"Villatripas","Burundi",100
"Encinas gracia","QII06325O526861","prepared","","","Arabica","kafe laku","Timor Oriental","natural","normal","cup 200 ml.","0.95 E",1984,20,2380,"0.85 E","Iloni S.A.U.","D40518796H","Ilona Martinez","iloni@servcorreo.ucetreseme.kom",555214778,"IOQ86121I16452732","Street","Princesses","111",,,"","E",83813,"Villatripas","Burundi",101
"Encinas gracia","IIQ82012I537728","ground","","","Arabica","kafe laku","Timor Oriental","natural","normal","pkg 200 g.","14.50 E",2239,60,4530,"13.05 E","Iloni S.A.U.","D40518796H","Ilona Martinez","iloni@servcorreo.ucetreseme.kom",555214778,"IOQ86121I16452732","Street","Princesses","111",,,"","E",83813,"Villatripas","Burundi",102
"Encinas gracia","OQI82076Q499182","raw bean","","","Arabica","kafe laku","Timor Oriental","natural","normal","pkg 1 Kg.","66.60 E",1116,280,2690,"59.94 E","Iloni S.A.U.","D40518796H","Ilona Martinez","iloni@servcorreo.ucetreseme.kom",555214778,"IOQ86121I16452732","Street","Princesses","111",,,"","E",83813,"Villatripas","Burundi",103
"Encinas gracia","OOI56501O795090","raw bean","","","Arabica","kafe laku","Timor Oriental","natural","normal","pkg 200 g.","22.80 E",1702,240,2930,"20.52 E","Iloni S.A.U.","D40518796H","Ilona Martinez","iloni@servcorreo.ucetreseme.kom",555214778,"IOQ86121I16452732","Street","Princesses","111",,,"","E",83813,"Villatripas","Burundi",104
"Centro anillo","IQO78025Q631735","ground","","","Arabica","Typica","Peru","natural","normal","pkg 1 Kg.","87.20 E",2523,70,2610,"71.50 E","J.D.P. S.L.","N20210368S","Justina Donayre","jdp@servcorreo.ucetreseme.kom",555225437,"QOQ25625Q69789846","Square","Botanical Garden","86",,,"5","",13735,"Villasombras de la Torre","Hungary",105
"Centro anillo","IQO78025Q631735","ground","","","Arabica","Typica","Peru","natural","normal","pkg 1 Kg.","87.20 E",2523,70,2610,"76.73 E","alvi S.L.","N50556941C","Tomas alvarez","alvi@servcorreo.ucetreseme.kom",555556707,"IQO59092Q34272492","Avenue","Madonna Lily","60",,,"Sixth","",53794,"Villaseca","New Caledonia",106
"Centro anillo","OII45960Q549732","ground","","","Arabica","Typica","Peru","natural","normal","pkg 200 g.","29.70 E",704,100,4170,"24.35 E","J.D.P. S.L.","N20210368S","Justina Donayre","jdp@servcorreo.ucetreseme.kom",555225437,"QOQ25625Q69789846","Square","Botanical Garden","86",,,"5","",13735,"Villasombras de la Torre","Hungary",107
"Centro anillo","OII45960Q549732","ground","","","Arabica","Typica","Peru","natural","normal","pkg 200 g.","29.70 E",704,100,4170,"26.13 E","alvi S.L.","N50556941C","Tomas alvarez","alvi@servcorreo.ucetreseme.kom",555556707,"IQO59092Q34272492","Avenue","Madonna Lily","60",,,"Sixth","",53794,"Villaseca","New Caledonia",108
"Mariposas de piedras","OQI22471I195296","freeze-dried","","","Canephora","Robusta","India","natural","decaf","pkg 1 Kg.","42.25 E",2159,390,4100,"35.49 E","Aparecida Casanova S.L.","A22475697M","Maria Aparecida Montes Casanova","aparecida@servcorreo.ucetreseme.kom",555314143,"QII84115Q34455027","Circus","Divine Trinity","50",,,"20","D",25858,"Ciudad de la Costa","Croatia",109
"Mariposas de piedras","OQI22471I195296","freeze-dried","","","Canephora","Robusta","India","natural","decaf","pkg 1 Kg.","42.25 E",2159,390,4100,"37.60 E","Cierzo S.L.","R30275350J","Javier Claudio","cierzo@servcorreo.ucetreseme.kom",555474244,"IQQ27045I12309755","Street","Virgin of Peace","55",,,"","C",71064,"Valtopos de las Aguas","Afghanistan",110
"Mariposas de piedras","OQI22471I195296","freeze-dried","","","Canephora","Robusta","India","natural","decaf","pkg 1 Kg.","42.25 E",2159,390,4100,"33.80 E","Pazos Inc.","C65200503B","Esmeralda Pazos Martin","pazos@servcorreo.ucetreseme.kom",555448848,"OIO67757Q55992588","Plaza","Virgin of Guadalupe","171",,,"","",48440,"Valfrios","Grenada",111
"Mariposas de piedras","OQI22471I195296","freeze-dried","","","Canephora","Robusta","India","natural","decaf","pkg 1 Kg.","42.25 E",2159,390,4100,"38.02 E","Alisia S.A.","D81958459Y","Fuencisla Nores Torres","alisia@servcorreo.ucetreseme.kom",555995964,"IQO87836O35557138","Street","Shepherds","95",,,"Sixth","",70062,"Valmelones","Guam",112
"Mariposas de piedras","IOQ22935O547657","freeze-dried","","","Canephora","Robusta","India","natural","decaf","pkg 200 g.","14.99 E",1879,320,3950,"12.59 E","Aparecida Casanova S.L.","A22475697M","Maria Aparecida Montes Casanova","aparecida@servcorreo.ucetreseme.kom",555314143,"QII84115Q34455027","Circus","Divine Trinity","50",,,"20","D",25858,"Ciudad de la Costa","Croatia",113
"Mariposas de piedras","IOQ22935O547657","freeze-dried","","","Canephora","Robusta","India","natural","decaf","pkg 200 g.","14.99 E",1879,320,3950,"13.34 E","Cierzo S.L.","R30275350J","Javier Claudio","cierzo@servcorreo.ucetreseme.kom",555474244,"IQQ27045I12309755","Street","Virgin of Peace","55",,,"","C",71064,"Valtopos de las Aguas","Afghanistan",114
"Mariposas de piedras","IOQ22935O547657","freeze-dried","","","Canephora","Robusta","India","natural","decaf","pkg 200 g.","14.99 E",1879,320,3950,"11.99 E","Pazos Inc.","C65200503B","Esmeralda Pazos Martin","pazos@servcorreo.ucetreseme.kom",555448848,"OIO67757Q55992588","Plaza","Virgin of Guadalupe","171",,,"","",48440,"Valfrios","Grenada",115
"Mariposas de piedras","IOQ22935O547657","freeze-dried","","","Canephora","Robusta","India","natural","decaf","pkg 200 g.","14.99 E",1879,320,3950,"13.49 E","Alisia S.A.","D81958459Y","Fuencisla Nores Torres","alisia@servcorreo.ucetreseme.kom",555995964,"IQO87836O35557138","Street","Shepherds","95",,,"Sixth","",70062,"Valmelones","Guam",116
"Sabia y casas","IQQ93130I630349","capsules","Boss","Manager","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 25 un.","10.80 E",684,210,1610,"9.18 E","Azuci S.A.U.","C39033142A","Maria Azucena Camayo","azuci@servcorreo.ucetreseme.kom",555952141,"QQO14437O31051194","Crossing","Virgin of Joy","88",,,"First","2",44499,"Valrriba","Sierra Leone",117
"Sabia y casas","III17601Q168416","capsules","Boss","Manager","Arabica","Bourbon Naranja","El Salvador","natural","normal","pkg 10 un.","5.70 E",718,170,950,"4.84 E","Azuci S.A.U.","C39033142A","Maria Azucena Camayo","azuci@servcorreo.ucetreseme.kom",555952141,"QQO14437O31051194","Crossing","Virgin of Joy","88",,,"First","2",44499,"Valrriba","Sierra Leone",118
"Cabra o vendedor","QQQ75704I654018","ground","","","Arabica","Ruiru 11","Kenia","blend","normal","pkg 500 g.","60.20 E",1037,390,4530,"52.37 E","Martinez Inc.","N20533589V","Raul Martinez","martinez@servcorreo.ucetreseme.kom",555055470,"OOQ90049O97709812","Street","Jardiel Poncela","144",,,"16","",97490,"Valtorres de las Tripas","Belize",119
"Cabra o vendedor","QQQ75704I654018","ground","","","Arabica","Ruiru 11","Kenia","blend","normal","pkg 500 g.","60.20 E",1037,390,4530,"53.57 E","Peri S.A.U.","S90985031K","Amparo Torres Perez","peri@servcorreo.ucetreseme.kom",555745914,"OOQ86776Q23285619","Circus","Stretchers","129",,,"Second","B",12826,"Valnieves del Vertedero","Cuba",120
"Cabra o vendedor","QQQ75704I654018","ground","","","Arabica","Ruiru 11","Kenia","blend","normal","pkg 500 g.","60.20 E",1037,390,4530,"52.97 E","Marisa Ortiz S.A.","F06842603B","Marisa Ortiz Fierro","marisa@servcorreo.ucetreseme.kom",555885935,"QOO78342O14061987","Roundabout","Silo","188",,,"21","G",56597,"Valsolana","South Africa",121
"Igual cazador","QOI54815O681234","raw bean","","","Arabica","French Mission","Isla Reunion","natural","normal","pkg 200 g.","31.35 E",448,320,570,"27.58 E","Rosadio Inc.","R80774669A","M. Barbara Rosadio","rosadio@servcorreo.ucetreseme.kom",555227682,"OIO89668O77576739","Promenade","Violets","171",,,"29","A",75018,"Canchales del Torreon","Tokelau",122
"Igual cazador","QOI54815O681234","raw bean","","","Arabica","French Mission","Isla Reunion","natural","normal","pkg 200 g.","31.35 E",448,320,570,"27.90 E","Enrique S.L.","N96448108T","Enrique Martinez","enrique@servcorreo.ucetreseme.kom",555632088,"IQO90213Q86210207","Avenue","Orange Tree","87",,,"Ground","",64503,"Sotosetas","Viet Nam",123
"Igual cazador","QOI54815O681234","raw bean","","","Arabica","French Mission","Isla Reunion","natural","normal","pkg 200 g.","31.35 E",448,320,570,"28.21 E","Telli S.L.","C23316453L","Enrique Prince","telli@servcorreo.ucetreseme.kom",555783307,"QOI87860O82487655","Roundabout","Carpenters","23",,,"Ground","",17809,"Valnieves de los Ciervos","Cameroon",124
"Carro de informativo","IOQ57365I721209","freeze-dried","","","Canephora","Robusta","Vietnam","natural","normal","pkg 500 g.","52.45 E",97,40,3200,"47.20 E","Pineda-Durand Lopez S.U.","K45181897F","Natalia Pineda-Durand Lopez","pinedadurand@servcorreo.ucetreseme.kom",555577623,"IIQ03785Q33288883","Street","Cabinetmakers","50",,7,"14","",22161,"Villaverde del Vertedero","Saint Kitts and Nevis",125
"Carro de informativo","IOQ57365I721209","freeze-dried","","","Canephora","Robusta","Vietnam","natural","normal","pkg 500 g.","52.45 E",97,40,3200,"47.20 E","Tercito S.A.U.","S07030749V","Tercio Chirre-Marin Pulido","tercito@servcorreo.ucetreseme.kom",555320644,"IQQ38521I25678995","Crossing","Eggplant","137",,,"","",89744,"Villasequillo del Lago","Timor-Leste",126
"Carro de informativo","QII17181Q948044","freeze-dried","","","Canephora","Robusta","Vietnam","natural","normal","pkg 200 g.","26.60 E",1572,180,4500,"23.94 E","Pineda-Durand Lopez S.U.","K45181897F","Natalia Pineda-Durand Lopez","pinedadurand@servcorreo.ucetreseme.kom",555577623,"IIQ03785Q33288883","Street","Cabinetmakers","50",,7,"14","",22161,"Villaverde del Vertedero","Saint Kitts and Nevis",127
"Carro de informativo","QII17181Q948044","freeze-dried","","","Canephora","Robusta","Vietnam","natural","normal","pkg 200 g.","26.60 E",1572,180,4500,"23.94 E","Tercito S.A.U.","S07030749V","Tercio Chirre-Marin Pulido","tercito@servcorreo.ucetreseme.kom",555320644,"IQQ38521I25678995","Crossing","Eggplant","137",,,"","",89744,"Villasequillo del Lago","Timor-Leste",128
